Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Single Trial Result - Condition (1),Single Trial Result - Condition (2),Single Trial Result - Condition (3),Single Trial Result - Condition (4),Single Trial Result - Condition (5),Single Trial Result - Condition (6),Single Trial Result - Condition (7),Single Trial Result - Condition (8),Single Trial Result - Condition (9),Single Trial Result - Condition (10),Single Trial Result - Condition (11),Single Trial Result - Condition (12),Single Trial Result - Condition (13),Single Trial Result - Condition (14),Single Trial Result - Condition (15),Single Trial Result - Condition (16),Single Trial Result - Condition (17),Single Trial Result - Condition (18),Single Trial Result - Condition (19),Single Trial Result - Condition (20),Single Trial Result - Condition (21),Single Trial Result - Condition (22),Single Trial Result - Condition (23),Single Trial Result - Condition (24),Single Trial Result - Condition (25),Single Trial Result - Condition (26),Single Trial Result - Condition (27),Single Trial Result - Condition (28),Single Trial Result - Condition (29),Single Trial Result - Condition (30),Single Trial Result - Trial Percent Correct (1),Single Trial Result - Trial Percent Correct (2),Single Trial Result - Trial Percent Correct (3),Single Trial Result - Trial Percent Correct (4),Single Trial Result - Trial Percent Correct (5),Single Trial Result - Trial Percent Correct (6),Single Trial Result - Trial Percent Correct (7),Single Trial Result - Trial Percent Correct (8),Single Trial Result - Trial Percent Correct (9),Single Trial Result - Trial Percent Correct (10),Single Trial Result - Trial Percent Correct (11),Single Trial Result - Trial Percent Correct (12),Single Trial Result - Trial Percent Correct (13),Single Trial Result - Trial Percent Correct (14),Single Trial Result - Trial Percent Correct (15),Single Trial Result - Trial Percent Correct (16),Single Trial Result - Trial Percent Correct (17),Single Trial Result - Trial Percent Correct (18),Single Trial Result - Trial Percent Correct (19),Single Trial Result - Trial Percent Correct (20),Single Trial Result - Trial Percent Correct (21),Single Trial Result - Trial Percent Correct (22),Single Trial Result - Trial Percent Correct (23),Single Trial Result - Trial Percent Correct (24),Single Trial Result - Trial Percent Correct (25),Single Trial Result - Trial Percent Correct (26),Single Trial Result - Trial Percent Correct (27),Single Trial Result - Trial Percent Correct (28),Single Trial Result - Trial Percent Correct (29),Single Trial Result - Trial Percent Correct (30),Correct touch latency mean,Correct touch latency detail (1),Correct touch latency detail (2),Correct touch latency detail (3),Correct touch latency detail (4),Correct touch latency detail (5),Correct touch latency detail (6),Correct touch latency detail (7),Correct touch latency detail (8),Correct touch latency detail (9),Correct touch latency detail (10),Correct touch latency detail (11),Correct touch latency detail (12),Correct touch latency detail (13),Correct touch latency detail (14),Correct touch latency detail (15),Correct touch latency detail (16),Correct touch latency detail (17),Correct touch latency detail (18),Correct touch latency detail (19),Correct touch latency detail (20),Correct touch latency detail (21),Correct touch latency detail (22),Correct touch latency detail (23),Correct touch latency detail (24),Correct touch latency detail (25),Correct touch latency detail (26),Correct touch latency detail (27),Correct touch latency detail (28),Correct touch latency detail (29),Correct touch latency detail (30),Blank Touch Latency detail (1),Blank Touch Latency detail (2),Blank Touch Latency detail (3),Blank Touch Latency detail (4),Blank Touch Latency detail (5),Blank Touch Latency detail (6),Blank Touch Latency detail (7),Blank Touch Latency detail (8),Blank Touch Latency detail (9),Blank Touch Latency detail (10),Blank Touch Latency detail (11),Blank Touch Latency detail (12),Blank Touch Latency detail (13),Blank Touch Latency detail (14),Blank Touch Latency detail (15),Blank Touch Latency detail (16),Blank Touch Latency detail (17),Blank Touch Latency detail (18),Blank Touch Latency detail (19),Blank Touch Latency detail (20),Blank Touch Latency detail (21),Blank Touch Latency detail (22),Blank Touch Latency mean,Correct Reward Collection mean,Correct Reward Collection detail (1),Correct Reward Collection detail (2),Correct Reward Collection detail (3),Correct Reward Collection detail (4),Correct Reward Collection detail (5),Correct Reward Collection detail (6),Correct Reward Collection detail (7),Correct Reward Collection detail (8),Correct Reward Collection detail (9),Correct Reward Collection detail (10),Correct Reward Collection detail (11),Correct Reward Collection detail (12),Correct Reward Collection detail (13),Correct Reward Collection detail (14),Correct Reward Collection detail (15),Correct Reward Collection detail (16),Correct Reward Collection detail (17),Correct Reward Collection detail (18),Correct Reward Collection detail (19),Correct Reward Collection detail (20),Correct Reward Collection detail (21),Correct Reward Collection detail (22),Correct Reward Collection detail (23),Correct Reward Collection detail (24),Correct Reward Collection detail (25),Correct Reward Collection detail (26),Correct Reward Collection detail (27),Correct Reward Collection detail (28),Correct Reward Collection detail (29),Correct Reward Collection detail (30),Day,Sex,Genotype
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/14/2025 16:09,c4m4,736.386,30,0,56.667,12,3,27.37,45.336,63.351,90.549,110.165,127.678,162.306,180.701,209.635,256.723,288.972,308.743,345.545,368.113,384.164,408.486,423.576,437.943,461.598,485.335,507.19,535.787,556.163,601.194,627.532,652.214,670.971,694.677,712.701,736.385,100,100,100,100,0,0,100,100,0,100,100,0,0,100,100,0,100,100,0,0,0,0,0,0,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,F,-
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/15/2025 14:11,c4m4,757.487,30,0,50,27,4,23.853,42.371,60.136,78.981,104.31,118.828,140.534,158.941,184.473,216.595,234.468,273.674,287.077,326.228,343.841,367.436,392.028,454.4,495.17,525.158,570.225,599.117,615.266,633.099,651.739,666.436,682.839,717.428,739.681,757.486,100,100,100,100,0,100,0,0,100,0,100,100,100,0,0,0,0,0,100,0,0,100,100,100,0,100,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,F,-
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/16/2025 15:29,c4m4,646.741,30,0,80,18,0,21.141,44.089,59.844,84.782,101.705,142.778,160.88,198.423,212.516,228.989,246.863,261.918,292.962,315.457,334.304,369.711,387.229,400.611,416.64,446.558,459.689,475.272,524.458,544.165,560.137,575.45,592.73,613.484,627.822,646.727,100,100,100,0,0,0,0,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,F,-
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/19/2025 14:47,c4m4,585.429,30,0,76.667,20,8,23.189,41.856,62.254,78.189,92.29,115.09,136.677,151.763,166.114,191.558,211.501,227.73,245.076,262.305,283.989,297.451,313.816,338.024,358.143,372.065,391.279,417.947,450.178,466.741,485.757,500.243,522.042,537.313,562.359,585.409,0,100,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,0,100,100,0,100,100,100,100,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,F,-
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/20/2025 15:07,c4m4,701.221,30,0,86.667,17,1,23.461,40.521,70.077,87.158,105.192,119.592,140.244,154.51,171.139,186.511,199.813,217,266.405,293.771,308.199,330.122,356.953,394.955,410.773,430.46,449.384,498.811,519.68,546.996,602.948,622.886,646.819,660.876,684.981,701.207,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,F,-
A_Mouse LD 1 choice v2,Chamber 2 [Env. 18],5/21/2025 16:27,c4m4,600,26,0,96.154,13,1,20.223,35.364,65.306,88.25,110.43,124.623,197.58,214.55,227.938,246.189,259.936,288.048,350.195,365.834,380.722,395.85,415.736,431.297,453.309,467.518,484.942,504.432,523.802,540.593,557.226,571.562,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],5/22/2025 15:39,c4m4,887.501,30,0,33.333,13,4,36.306,59.454,81.473,125.046,164.962,178.043,191.05,209.873,222.356,242.986,288.049,311.528,329.311,353.262,371.681,398.119,424.127,504.874,569.461,604.303,631.891,648.581,663.938,686.589,754.506,781.753,813.004,843.854,866.704,887.5,0,100,100,0,100,100,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],5/27/2025 16:40,c4m4,766.299,30,0,30,9,2,22.104,37.673,53.098,65.628,80.419,104.795,120.303,133.165,156.015,176.479,201.553,287.822,305.907,324.463,346.122,387.293,405.05,426.892,445.572,469.213,498.005,515.742,561.594,582.898,612.404,636.751,662.292,714.69,744.313,766.286,100,100,100,100,100,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],5/28/2025 15:05,c4m4,877.974,30,0,36.667,10,5,18.777,35.559,49.524,74.762,88.495,101.345,118.553,132.978,151.491,168.989,186.935,208.792,274.456,353.15,377.136,409.132,432.347,479.788,512.638,568.722,591.527,650.03,688.716,719.334,743.369,768.913,789.593,826.707,848.438,877.973,100,100,100,0,100,100,100,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],5/29/2025 16:18,c4m4,724.884,30,0,36.667,7,14,18.639,32.057,44.914,63.04,75.893,125.055,153.524,167.679,187.098,210.709,241.205,272.823,297.558,318.347,336.022,353.19,375.341,394.762,420.481,442.861,490.633,538.26,556.422,578.873,603.112,625.858,643.116,662.98,692.187,724.883,100,100,100,100,100,100,100,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],5/30/2025 15:02,c4m4,877.025,30,0,50,5,11,21.466,37.425,54.315,67.872,81.908,104.083,120.46,163.128,176.146,200.586,236.88,290.752,310.152,329.707,416.643,436.258,456.015,476.438,512.251,548.096,574.868,617.45,677.884,713.898,755.406,789.145,813.908,839.882,855.613,877.024,0,100,100,100,100,0,100,100,100,0,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,100,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],6/2/2025 15:24,c4m4,794.625,30,0,63.333,2,6,20.937,36.312,55.49,77.379,91.8,108.707,136.704,159.414,179.052,198.487,216.577,229.559,248.764,302.596,316.058,372.883,394.032,411.946,450.706,471.18,501.695,516.773,540.965,570.93,604.721,697.239,714.281,747.44,768.55,794.624,100,100,100,100,100,100,0,0,100,100,100,100,100,100,100,0,0,0,100,0,100,100,0,100,0,0,0,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],6/3/2025 15:40,c4m4,822.918,30,0,56.667,6,1,21.657,38.224,68.326,91.522,107.237,119.73,147.58,200.565,220.142,233.102,284.809,325.004,338.868,363.92,381.609,398.049,413.1,432.583,495.798,518.12,537.487,550.708,572.949,592.527,609.29,647.443,667.564,725.512,803.794,822.904,0,100,100,0,100,100,0,100,0,100,100,0,100,0,100,100,100,0,100,100,100,100,0,0,0,0,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,F,-
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],6/4/2025 15:29,c4m4,673.027,30,0,50,13,5,21.955,38.381,54.529,66.961,93.667,107.082,127.04,143.408,156.305,170.923,220.113,238.297,254.299,278.212,296.675,321.552,347.319,373.833,389.026,424.087,469.405,493.047,530.638,549.362,581.131,596.491,613.754,639.168,657.112,673.026,0,0,100,100,0,100,100,100,100,100,100,0,100,0,0,0,100,0,100,0,100,0,0,0,0,100,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,F,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 2 [Env. 18],6/6/2025 16:07,c4m4,916.64,30,0,93.333,85,123,26.172,54.819,81.139,106.765,134.484,181.818,208.605,234.727,261.924,286.394,320.718,352.764,411.91,440.601,478.698,506.253,531.786,559.039,583.48,609.487,634.93,666.109,691.204,718.176,742.964,772.388,795.698,832.628,863.787,916.627,100,100,100,100,100,0,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.559,0.865,3.144,1.195,1.316,2.045,0.961,3.485,3.361,1.298,3.654,3.908,1.227,2.194,1.092,1.013,1.175,1.408,1.621,0.981,5.02,1.923,1.131,1.339,1.467,1.068,4.968,6.459,12.334,,,1.182,1.519,,,,,,,,,,,,,,,,,,,,,1.351,1.437,1.359,1.059,0.971,1.298,1.196,2.018,1.243,1.444,1.079,1.68,1.869,1.26,1.45,1.433,1.132,1.163,1.259,2.579,1.111,1.266,0.937,1.484,1.605,1.712,1.247,1.69,2.032,1.663,,,20,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/9/2025 17:10,c4m4,1620.002,23,27,43.478,43,62,29.636,149.473,336.319,395.043,428.027,508.32,548.572,599.526,625.409,651.277,679.342,758.47,788.632,899.254,1017.684,1054.087,1076.858,1108.816,1216.193,1243.716,1333.292,1401.882,1489.415,,,,,,,,0,0,0,100,0,100,0,100,100,100,0,100,0,0,100,100,100,0,100,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/10/2025 15:13,c4m4,1620,27,23,55.556,118,85,33.647,62.507,260.179,286.904,339.963,368.485,423.033,449.311,473.551,504.164,613.726,642.017,699.397,837.419,924.981,948.824,984.163,1015.141,1075.602,1214.788,1282.174,1333.516,1391.137,1420.66,1505.399,1532.207,1592.719,,,,100,0,100,0,100,0,100,100,100,0,100,0,0,100,100,100,100,0,0,100,100,0,100,0,100,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/11/2025 15:18,c4m4,1561.33,30,12,76.667,59,48,29.619,57.987,183.115,206.131,229.616,257.993,280.59,307.639,332.102,372.432,398.684,430.343,453.61,491.727,586.482,747.754,773.015,797.531,823.884,891.955,926.595,969.133,996.062,1027.79,1211.569,1269.156,1322.605,1414.911,1512.127,1561.318,100,0,100,100,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,100,100,100,100,0,0,100,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/12/2025 16:36,c4m4,1351.229,30,10,73.333,154,127,33.151,139.01,176.944,207.908,235.676,327.826,381.503,411.948,461.914,486.168,515.79,623.185,651.563,688.706,719.701,788.177,812.204,837.608,865.346,889.595,927.415,964.976,990.602,1015.026,1138.762,1237.424,1266.57,1293.513,1318.441,1351.228,0,100,100,100,0,0,100,0,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/13/2025 14:36,c4m4,1238.773,30,8,80,83,33,33.741,93.003,117.549,145.312,255.044,280.951,307.275,338.333,370.495,397.303,468.763,515.068,542.916,598.56,646.439,682.16,706.49,731.963,759.499,826.407,867.262,924.625,955.875,992.949,1021.318,1059.094,1101.268,1182.616,1208.302,1238.772,0,100,100,0,100,100,100,100,100,0,100,100,0,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/16/2025 16:46,c4m4,1088.528,30,10,83.333,150,111,33.809,62.323,140.054,170.459,197.37,226.645,380.89,440.673,465.652,490.196,517.031,540.791,569.697,620.953,645.078,668.521,694.049,720.602,743.83,769.323,793.095,824.632,848.439,872.375,894.856,937.331,1013.982,1037.204,1061.96,1088.516,100,0,100,100,100,0,0,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/17/2025 15:42,c4m4,1620.004,6,47,0,117,90,31.478,374.927,1074.392,1321.705,1445.743,1531.052,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/18/2025 16:03,c4m4,1620,3,48,0,135,101,32.731,216.351,573.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,F,-
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/19/2025 16:42,c4m4,168.725,5,0,100,21,18,29.974,59.111,83.417,117.84,150.932,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/19/2025 16:46,c4m4,1620,5,34,60,48,81,33.747,63.008,999.936,1068.807,1100.559,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/20/2025 16:21,c4m4,1620,6,34,16.667,67,77,33.242,922.418,998.367,1042.487,1287.646,1450.339,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/23/2025 17:31,c4m4,1620.005,7,29,28.571,102,39,31.141,87.467,215.488,275.636,311.049,345.675,1321.578,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/24/2025 19:16,c4m4,1620.001,6,21,16.667,67,18,28.931,98.796,193.419,494.76,1029.354,1527.624,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,F,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/25/2025 14:52,c4m4,1620,8,30,12.5,90,57,41.629,75.088,175.079,255.021,365.525,1035.988,1203.342,1586.478,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/6/2025 14:21,c4m5,1178.853,30,0,30,33,52,28.23,46.579,63.438,86.442,202.27,223.423,243.434,263.08,284.48,343.317,434.869,459.99,482.118,502.17,527.706,601.304,683.741,832.021,911.946,930.331,946.703,967.089,992.965,1038.503,1058.999,1078.205,1098.575,1115.267,1143.607,1178.852,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,100,100,0,100,30.475,2.371,102.876,77.107,63.193,2.059,0.992,5.363,3.645,16.672,,,,,,,,,,,,,,,,,,,,,,2.96,1.979,4.521,1.453,3.375,2.811,0.776,32.418,6.319,1.772,2.664,5.695,58.358,64.031,126.184,2.898,2.982,26.707,3.583,1.059,3.997,,16.978,2.206,1.963,1.538,0.984,3.903,3.514,1.769,3.637,1.135,1.408,,,,,,,,,,,,,,,,,,,,,,1,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/7/2025 16:35,c4m5,1044.644,30,0,46.667,55,26,33.511,55.032,75.355,160.021,252.537,271.52,292.333,311.018,329.736,352.692,381.416,401.151,421.423,441.661,476.071,495.728,516.113,707.607,796.452,817.022,834.747,855.278,887.092,905.744,926.841,944.896,967.991,990.865,1012.994,1044.629,0,100,0,100,0,0,100,100,0,100,0,100,0,100,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,100,21.539,7.628,48.479,5.311,0.979,4.758,4.03,3.74,15.722,179.548,3.633,3.182,3.812,2.747,17.974,,,,,,,,,,,,,,,,,13.181,5.13,74.52,0.959,1.044,8.34,3.682,3.009,4.913,72.423,1.76,3.044,14.429,1.315,1.522,6.328,,,,,,,13.475,2.3,3.242,3.003,1.287,5.166,1.519,1.822,3.125,2.747,1.427,1.523,1.759,1.883,1.864,1.838,,,,,,,,,,,,,,,,,2,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/8/2025 15:39,c4m5,1283.602,30,0,43.333,14,18,47.213,64.545,83.107,144.385,164.726,183.59,296.651,322.539,355.965,415.793,436.119,466.933,506.15,531.154,574.152,594.197,653.361,684.089,722.607,767.84,814.173,826.926,961.59,989.276,1027.607,1073.823,1112.993,1236.506,1257.408,1283.601,100,100,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,100,0,100,100,100,100,0,100,100,0,0,24.314,14.181,4.071,48.37,2.165,4.03,3.409,12.354,0.961,101.964,6.229,16.24,5.19,96.917,,,,,,,,,,,,,,,,,,1.26,1.034,1.27,93.956,16.753,1.523,3.544,2.942,7.984,21.856,42.261,9.897,6.829,21.596,25.857,4.752,4.634,,,,,,15.762,1.963,1.977,1.376,1.677,1.691,1.959,1.801,3.388,1.754,1.347,2.253,2.498,1.916,1.876,,,,,,,,,,,,,,,,,,3,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/9/2025 14:03,c4m5,951.562,30,0,63.333,10,33,31.062,49.856,76.036,104.018,146.002,173.1,198.955,237.289,289.305,336.389,360.577,381.372,418.855,438.978,461.696,499.314,535.039,604.257,684.548,710.34,736.928,787.794,811.196,834.132,851.239,874.218,894.103,914.831,933.621,951.548,100,100,0,100,100,0,0,100,0,100,0,0,0,100,0,100,100,0,100,100,100,100,100,100,100,100,100,0,100,0,10.479,6.579,4.232,0.994,28.403,1.404,1.292,6.948,17.172,18.179,62.644,4.496,3.469,25.806,2.086,2.034,2.083,3.043,3.469,4.766,,,,,,,,,,,,3.957,10.506,1.892,18.126,4.904,1.285,8.124,7.675,48.905,2.88,1.435,,,,,,,,,,,,9.972,1.518,1.828,1.468,1.545,1.326,1.773,2.026,1.422,1.23,1.618,1.105,1.238,1.543,1.775,1.444,1.385,1.862,1.501,1.296,1.461,,,,,,,,,,,,4,F,-
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/10/2025 17:49,c4m5,827.706,30,0,63.333,15,8,21.95,45.543,85.569,106.089,135.678,194.514,245.088,270.658,303.615,319.362,340.786,375.541,403.204,443.035,468.813,489.043,511.961,533.555,548.581,605.383,621.891,641.039,659.986,681.327,702.832,734.413,762.849,781.396,805.193,827.705,100,0,0,0,0,100,100,0,100,100,0,100,0,100,100,0,0,100,100,100,100,100,100,100,100,100,0,100,100,0,5.469,2.135,0.975,5.202,2.68,1.942,1.251,12.413,2.247,6.066,2.223,39.351,2.084,3.452,3.28,5.087,5.547,2.42,3.762,1.79,,,,,,,,,,,,7.087,22.587,1.988,9.605,1.826,3.077,2.845,2.684,5.086,4.337,6.174,,,,,,,,,,,,6.118,1.485,1.23,1.363,1.393,1.408,0.977,1.566,2.003,1.995,1.063,1.946,1.519,1.373,1.59,1.168,1.93,1.091,1.656,1.481,1.471,,,,,,,,,,,,5,F,-
