Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - Session Time (1),End Summary - Percentage Correct (1),End Summary - Left ITI touches (1),End Summary - Right ITI touches (1),End Summary - Left Blank Touches - Generic Counter (1),End Summary - Right Blank Touches - Generic Counter (1),End Summary - Top row touches - Generic Counter (1),Trial Analysis - Condition (1),Trial Analysis - Condition (2),Trial Analysis - Condition (3),Trial Analysis - Condition (4),Trial Analysis - Condition (5),Trial Analysis - Condition (6),Trial Analysis - Condition (7),Trial Analysis - Condition (8),Trial Analysis - Condition (9),Trial Analysis - Condition (10),Trial Analysis - Condition (11),Trial Analysis - Condition (12),Trial Analysis - Condition (13),Trial Analysis - Condition (14),Trial Analysis - Condition (15),Trial Analysis - Condition (16),Trial Analysis - Condition (17),Trial Analysis - Condition (18),Trial Analysis - Condition (19),Trial Analysis - Condition (20),Trial Analysis - Condition (21),Trial Analysis - Condition (22),Trial Analysis - Condition (23),Trial Analysis - Condition (24),Trial Analysis - Condition (25),Trial Analysis - Condition (26),Trial Analysis - Condition (27),Trial Analysis - Condition (28),Trial Analysis - Condition (29),Trial Analysis - Condition (30),Trial Analysis - Correct Position (1),Trial Analysis - Correct Position (2),Trial Analysis - Correct Position (3),Trial Analysis - Correct Position (4),Trial Analysis - Correct Position (5),Trial Analysis - Correct Position (6),Trial Analysis - Correct Position (7),Trial Analysis - Correct Position (8),Trial Analysis - Correct Position (9),Trial Analysis - Correct Position (10),Trial Analysis - Correct Position (11),Trial Analysis - Correct Position (12),Trial Analysis - Correct Position (13),Trial Analysis - Correct Position (14),Trial Analysis - Correct Position (15),Trial Analysis - Correct Position (16),Trial Analysis - Correct Position (17),Trial Analysis - Correct Position (18),Trial Analysis - Correct Position (19),Trial Analysis - Correct Position (20),Trial Analysis - Correct Position (21),Trial Analysis - Correct Position (22),Trial Analysis - Correct Position (23),Trial Analysis - Correct Position (24),Trial Analysis - Correct Position (25),Trial Analysis - Correct Position (26),Trial Analysis - Correct Position (27),Trial Analysis - Correct Position (28),Trial Analysis - Correct Position (29),Trial Analysis - Correct Position (30),Trial Analysis - No. Correct (1),Trial Analysis - No. Correct (2),Trial Analysis - No. Correct (3),Trial Analysis - No. Correct (4),Trial Analysis - No. Correct (5),Trial Analysis - No. Correct (6),Trial Analysis - No. Correct (7),Trial Analysis - No. Correct (8),Trial Analysis - No. Correct (9),Trial Analysis - No. Correct (10),Trial Analysis - No. Correct (11),Trial Analysis - No. Correct (12),Trial Analysis - No. Correct (13),Trial Analysis - No. Correct (14),Trial Analysis - No. Correct (15),Trial Analysis - No. Correct (16),Trial Analysis - No. Correct (17),Trial Analysis - No. Correct (18),Trial Analysis - No. Correct (19),Trial Analysis - No. Correct (20),Trial Analysis - No. Correct (21),Trial Analysis - No. Correct (22),Trial Analysis - No. Correct (23),Trial Analysis - No. Correct (24),Trial Analysis - No. Correct (25),Trial Analysis - No. Correct (26),Trial Analysis - No. Correct (27),Trial Analysis - No. Correct (28),Trial Analysis - No. Correct (29),Trial Analysis - No. Correct (30),Trial Analysis - Reward Collection Latency (1),Trial Analysis - Reward Collection Latency (2),Trial Analysis - Reward Collection Latency (3),Trial Analysis - Reward Collection Latency (4),Trial Analysis - Reward Collection Latency (5),Trial Analysis - Reward Collection Latency (6),Trial Analysis - Reward Collection Latency (7),Trial Analysis - Reward Collection Latency (8),Trial Analysis - Reward Collection Latency (9),Trial Analysis - Reward Collection Latency (10),Trial Analysis - Reward Collection Latency (11),Trial Analysis - Reward Collection Latency (12),Trial Analysis - Reward Collection Latency (13),Trial Analysis - Reward Collection Latency (14),Trial Analysis - Reward Collection Latency (15),Trial Analysis - Reward Collection Latency (16),Trial Analysis - Reward Collection Latency (17),Trial Analysis - Reward Collection Latency (18),Trial Analysis - Reward Collection Latency (19),Trial Analysis - Reward Collection Latency (20),Trial Analysis - Reward Collection Latency (21),Trial Analysis - Reward Collection Latency (22),Trial Analysis - Reward Collection Latency (23),Trial Analysis - Reward Collection Latency (24),Trial Analysis - Reward Collection Latency (25),Trial Analysis - Reward Collection Latency (26),Trial Analysis - Reward Collection Latency (27),Trial Analysis - Reward Collection Latency (28),Trial Analysis - Reward Collection Latency (29),Trial Analysis - Reward Collection Latency (30),Trial Analysis - Correct Image Response Latency (1),Trial Analysis - Correct Image Response Latency (2),Trial Analysis - Correct Image Response Latency (3),Trial Analysis - Correct Image Response Latency (4),Trial Analysis - Correct Image Response Latency (5),Trial Analysis - Correct Image Response Latency (6),Trial Analysis - Correct Image Response Latency (7),Trial Analysis - Correct Image Response Latency (8),Trial Analysis - Correct Image Response Latency (9),Trial Analysis - Correct Image Response Latency (10),Trial Analysis - Correct Image Response Latency (11),Trial Analysis - Correct Image Response Latency (12),Trial Analysis - Correct Image Response Latency (13),Trial Analysis - Correct Image Response Latency (14),Trial Analysis - Correct Image Response Latency (15),Trial Analysis - Correct Image Response Latency (16),Trial Analysis - Correct Image Response Latency (17),Trial Analysis - Correct Image Response Latency (18),Trial Analysis - Correct Image Response Latency (19),Trial Analysis - Correct Image Response Latency (20),Trial Analysis - Correct Image Response Latency (21),Trial Analysis - Correct Image Response Latency (22),Trial Analysis - Correct Image Response Latency (23),Trial Analysis - Correct Image Response Latency (24),Trial Analysis - Correct Image Response Latency (25),Trial Analysis - Correct Image Response Latency (26),Trial Analysis - Correct Image Response Latency (27),Trial Analysis - Correct Image Response Latency (28),Trial Analysis - Correct Image Response Latency (29),Trial Analysis - Correct Image Response Latency (30),Trial Analysis - Incorrect Image Latency (1),Trial Analysis - Incorrect Image Latency (2),Trial Analysis - Incorrect Image Latency (3),Trial Analysis - Incorrect Image Latency (4),Trial Analysis - Incorrect Image Latency (5),Trial Analysis - Incorrect Image Latency (6),Trial Analysis - Incorrect Image Latency (7),Trial Analysis - Incorrect Image Latency (8),Trial Analysis - Incorrect Image Latency (9),Trial Analysis - Incorrect Image Latency (10),Trial Analysis - Incorrect Image Latency (11),Trial Analysis - Incorrect Image Latency (12),Trial Analysis - Incorrect Image Latency (13),Trial Analysis - Incorrect Image Latency (14),Trial Analysis - Incorrect Image Latency (15),Trial Analysis - Incorrect Image Latency (16),Trial Analysis - Incorrect Image Latency (17),Trial Analysis - Incorrect Image Latency (18),Trial Analysis - Incorrect Image Latency (19),Trial Analysis - Incorrect Image Latency (20),Trial Analysis - Incorrect Image Latency (21),Trial Analysis - Incorrect Image Latency (22),Trial Analysis - Incorrect Image Latency (23),Trial Analysis - Incorrect Image Latency (24),Trial Analysis - Incorrect Image Latency (25),Trial Analysis - Incorrect Image Latency (26),Trial Analysis - Incorrect Image Latency (27),Trial Analysis - Incorrect Image Latency (28),Trial Analysis - Incorrect Image Latency (29),Trial Analysis - Incorrect Image Latency (30),1 Trial Block - Percentage Correct (1),1 Trial Block - Percentage Correct (2),1 Trial Block - Percentage Correct (3),1 Trial Block - Percentage Correct (4),1 Trial Block - Percentage Correct (5),1 Trial Block - Percentage Correct (6),1 Trial Block - Percentage Correct (7),1 Trial Block - Percentage Correct (8),1 Trial Block - Percentage Correct (9),1 Trial Block - Percentage Correct (10),1 Trial Block - Percentage Correct (11),1 Trial Block - Percentage Correct (12),1 Trial Block - Percentage Correct (13),1 Trial Block - Percentage Correct (14),1 Trial Block - Percentage Correct (15),1 Trial Block - Percentage Correct (16),1 Trial Block - Percentage Correct (17),1 Trial Block - Percentage Correct (18),1 Trial Block - Percentage Correct (19),1 Trial Block - Percentage Correct (20),1 Trial Block - Percentage Correct (21),1 Trial Block - Percentage Correct (22),1 Trial Block - Percentage Correct (23),1 Trial Block - Percentage Correct (24),1 Trial Block - Percentage Correct (25),1 Trial Block - Percentage Correct (26),1 Trial Block - Percentage Correct (27),1 Trial Block - Percentage Correct (28),1 Trial Block - Percentage Correct (29),1 Trial Block - Percentage Correct (30),Day,Sex,Genotype
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/9/2025 12:31,c1m3,1620,799.414,30,799.414,86.667,10,4,21,7,24,27.777,46.228,78.537,96.232,119.567,140.405,160.109,175.992,203.63,224.635,241.3,259.436,282.344,301.967,320.843,337.226,352.438,367.092,391.167,414.848,440.256,505.582,541.149,577.722,642.211,670.226,693.905,738.472,766.394,799.413,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1.159,1.028,1.41,1.062,1.875,2.91,-,1.459,-,2.457,1.083,2.386,1.207,1.109,2.218,1.608,1.098,1.139,-,1.161,1.075,1.068,1.59,1.87,1.329,1.242,-,3.398,1.252,1.026,8.106,4.828,3.676,4.058,2.708,5.939,-,1.553,-,5.461,3.747,5.086,4.616,4.515,3.868,3.296,2.386,1.95,-,4.014,4.23,5.912,5.773,2.38,5.415,0.953,-,3.513,4.482,5.413,-,-,-,-,-,-,1.162,-,7.973,-,-,-,-,-,-,-,-,-,4.072,-,-,-,-,-,-,-,5.168,-,-,-,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,10,M,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/10/2025 16:35,c1m3,1620,665.846,30,665.846,90,14,6,19,6,17,19.41,33.97,52.173,74.803,90.95,110.226,131.319,154.342,186.25,215.347,232.338,257.752,274.105,297.46,328.67,347.757,378.496,421.052,447.188,466.218,485.919,499.843,517.174,534.117,558.177,578.008,598.685,618.769,635.336,665.832,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.828,0.829,-,0.899,0.835,-,1.036,1.73,1.01,1.064,0.909,1.546,1.039,0.768,0.978,2,1.233,0.833,5.284,2.711,0.966,0.825,0.877,1.239,0.77,2.033,3.203,-,0.91,1.208,2.277,1.626,-,9.365,0.836,-,1.652,2.456,2.538,8.205,2.506,2.424,1.257,1.642,3.163,3.654,1.396,3.639,3.516,3.06,2.765,1.873,2.979,3.156,2.656,1.654,4.272,-,1.159,2.859,-,-,1.282,-,-,3.504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.966,-,-,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,11,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/11/2025 17:16,c1m3,1620,650.125,30,650.125,46.667,7,3,7,7,8,28.297,48.571,71.381,89.402,109.319,128.56,147.011,167.324,204.835,221.762,236.127,251.866,272.186,297.073,317.313,330.045,350.627,369.966,389.637,407.295,428.18,468.024,488.452,513.533,534.713,556.384,572.567,595.411,627.542,650.124,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.778,0.932,0.732,0.931,0.909,-,1.164,-,0.855,0.835,0.912,0.968,-,1.491,1.306,0.881,-,-,-,-,-,-,-,-,-,-,-,-,4.746,-,5.585,6.363,9.606,2.687,3.573,-,4.299,-,5.842,3.038,2.968,3.468,-,3.742,5.191,1.82,-,-,-,-,-,-,-,-,-,-,-,-,3.697,-,-,-,-,-,-,3.051,-,2.65,-,-,-,-,4.265,-,-,-,4.107,2.214,3.477,1.907,5.75,10.981,3.958,3.694,6.093,3.953,0.91,5.854,-,5.027,100,100,100,100,100,0,100,0,100,100,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,12,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/12/2025 13:23,c1m3,1620,840.122,30,840.122,26.667,17,4,11,8,13,27.898,50.374,70.338,89.735,112.285,146.382,167.654,181.984,214.462,235.867,260.568,281.09,301.894,319.331,344.431,368.749,401.687,427.212,509.416,530.486,553.624,588.863,634.2,662.368,684.774,745.716,773.068,794.605,819.636,840.117,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.882,-,1.566,0.962,0.968,1.055,0.931,0.968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.02,-,-,-,-,3.892,-,4.44,2.678,3.876,7.31,4.933,3.142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.82,-,-,-,-,-,4.673,-,-,-,-,-,-,2.309,1.362,4,5.263,3.704,0.974,1.915,1.033,1.152,1.995,0.825,2.265,2.611,3.76,10.845,7.311,5.132,-,0.775,2.893,1.953,2.02,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,13,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/14/2025 15:00,c1m3,1620,737.734,30,737.734,50,11,7,17,21,39,28.881,43.43,67.465,99.406,123.743,142.69,165.195,181.404,210.104,238.548,256.22,275.202,306.253,327.784,350.231,374.222,392.99,423.154,441.862,460.356,482.906,502.773,520.429,541.355,562.698,589.506,626.411,646.255,665.633,737.729,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,-,0.972,0.831,1.022,0.874,0.905,0.801,1.685,-,-,1.024,-,1.409,-,-,-,-,1.074,1.142,-,-,1.387,-,-,-,1.255,-,1.054,2.59,-,-,1.492,2.516,4.598,5.275,2.617,2.115,4.352,-,-,4.002,-,6.304,-,-,-,-,2.948,3.767,-,-,3.023,-,-,-,4.534,-,3.515,4.179,-,3.547,-,-,-,-,-,-,-,3.153,9.181,-,2.616,-,6.1,2.202,5.162,2.776,-,-,2.474,1.792,-,2.217,1.107,2.664,-,2.5,-,-,3.176,0,100,100,100,100,100,100,100,0,0,100,0,100,0,0,0,0,100,100,0,0,100,0,0,0,100,0,100,100,0,14,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/15/2025 13:08,c1m3,1620,843.901,30,843.901,43.333,11,4,19,11,25,22.639,42.927,66.658,87.148,126.817,152.841,169.596,184.678,231.501,252.643,276.368,298.988,316.294,329.782,371.653,398.448,418.716,440.486,461.971,496.758,525.118,545.571,568.567,622.752,693.196,740.131,779.989,806.072,822.873,843.9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.724,-,0.985,0.917,0.898,-,0.923,1.297,15.431,-,1.096,1.193,1.237,0.994,-,-,-,2.872,-,-,-,-,-,-,-,-,14.099,-,-,-,8.473,-,3.223,2.177,2.635,-,1.423,2.002,3.777,-,11.296,4.962,1.975,2.369,-,-,-,3.914,-,-,-,-,-,-,-,-,13.668,-,-,-,-,4.941,-,-,-,4.632,-,-,-,4.304,-,-,-,-,2.515,2.645,2.213,-,2.317,2.267,2.548,1.811,3.012,2.736,3.296,6.585,-,3.414,1.723,4.259,100,0,100,100,100,0,100,100,100,0,100,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,15,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/16/2025 14:25,c1m3,1620,833.13,30,833.13,43.333,11,7,25,15,49,25.544,41.28,61.405,85.829,102.891,124.859,167.813,185.931,209.872,237.744,280.836,321.95,342.186,370.437,403.703,428.634,471.335,499.769,524.951,548.336,567.225,587.732,609.9,630.249,664.234,736.548,757.75,781.662,815.831,833.116,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.634,0.852,0.845,0.943,1.094,0.877,1.024,3.212,-,-,-,-,1.394,-,2.859,-,-,-,-,1.705,-,-,1.373,-,-,1.475,-,-,-,-,2.88,2.637,7.412,3.397,3.121,2.182,5.235,4.873,-,-,-,-,4.775,-,11.97,-,-,-,-,2.763,-,-,3.943,-,-,3.606,-,-,-,-,-,-,-,-,-,-,-,-,3.063,2.911,25.104,5.756,-,1.357,-,5.159,1.625,9.197,3.874,-,2.979,1.289,-,3.494,1.421,-,1.998,2.648,2.229,1.485,100,100,100,100,100,100,100,100,0,0,0,0,100,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,16,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/19/2025 13:50,c1m3,1620,812.842,30,812.842,46.667,12,7,25,12,38,16.744,44.291,69.501,95.758,116.431,137.201,151.286,173.468,193.812,206.658,225.805,244.825,268.484,295.241,312.786,334.1,353.509,379.471,397.555,414.799,435.518,468.122,485.928,507.58,528.643,551.892,574.364,685.831,709.455,812.841,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.094,-,-,2.01,0.944,0.844,0.838,0.958,0.871,0.929,1.155,1.324,-,1.342,1.239,1.056,-,-,1.042,-,-,-,-,-,-,-,-,-,-,-,3.772,-,-,2.541,3.969,3.267,1.542,3.325,2.355,1.886,5.047,2.69,-,6.106,3.109,4.355,-,-,2.576,-,-,-,-,-,-,-,-,-,-,-,-,8.743,3.87,-,-,-,-,-,-,-,-,-,5.56,-,-,-,1.725,2.576,-,1.974,2.979,4.7,2.18,3.741,3.966,4.796,4.536,4.045,1.508,2.978,100,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,17,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/20/2025 13:49,c1m3,1620,962.808,30,962.808,53.333,4,4,19,31,45,19.857,49.614,67.684,88.68,110.951,146.244,171.846,193.943,214.467,237.071,273.192,294.386,308.146,336.964,355.201,372.5,395.726,437.779,476.798,621.128,668.319,695.459,751.428,774.916,799.61,832.948,891.687,926.063,943.239,962.807,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0.83,-,0.976,-,1.086,2.117,-,1.092,1.86,0.911,1.121,0.948,1.993,-,-,-,3.014,1.332,-,-,-,1.375,-,-,-,1.462,-,1.001,-,2.647,2.504,-,2.099,-,4.424,12.994,-,6.488,7.635,10.486,6.885,2.77,7.602,-,-,-,13.686,9.876,-,-,-,16.555,-,-,-,9.034,-,3.375,-,-,-,2.972,-,6.185,-,-,6.054,-,-,-,-,-,-,1.706,2.086,4.124,-,-,5.293,3.212,6.697,-,3.993,4.84,14.357,-,1.97,-,3.008,100,100,0,100,0,100,100,0,100,100,100,100,100,100,0,0,0,100,100,0,0,0,100,0,0,0,100,0,100,0,18,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/21/2025 15:11,c1m3,1620,751.68,30,751.68,56.667,6,6,22,15,24,25.68,42.236,62.353,83.58,118.99,154.533,185.488,204.225,219.278,242.994,269.95,293.817,308.264,347.82,379.93,405.353,439.432,455.614,476.513,502.012,521.36,584.156,604.813,624.689,639.989,667.151,685.101,703.412,735.024,751.667,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0.919,1.008,1.105,-,-,-,1.143,1.174,0.886,0.924,0.962,0.974,1.208,-,1.065,-,1.435,1.575,-,-,1.392,-,-,1.51,1.133,-,-,1.409,-,-,8.521,3.422,6.019,-,-,-,9.425,7.114,2.394,0.973,5.33,6.441,3.044,-,5.524,-,8.491,4.576,-,-,4.306,-,-,7.042,2.059,-,-,6.71,-,-,-,-,-,4.819,4.68,6.151,-,-,-,-,-,-,-,4.054,-,3.766,-,-,2.944,4.727,-,7.165,2.99,-,-,6.045,2.794,-,1.76,1.523,100,100,100,0,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,0,100,0,0,100,100,0,0,100,0,0,19,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/22/2025 14:44,c1m3,1620,726.511,30,726.511,56.667,9,3,26,18,35,26.764,41.293,65.196,92.148,111.163,138.369,163.854,181.869,203.236,228.011,245.995,262.828,283.2,303.751,323.29,378.558,400.218,423.558,445.031,462.158,488.003,509.801,548.15,582.181,612.573,633.073,656.233,677.743,699.23,726.51,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0.969,0.802,-,0.925,1.135,1.02,-,0.94,-,1.609,0.896,1.031,-,-,1.104,0.932,-,-,-,0.834,-,1.615,1.127,0.976,-,-,0.976,-,-,0.844,8.367,1.756,-,9.833,4.83,6.309,-,5.343,-,8.105,2.773,4.407,-,-,2.918,4.074,-,-,-,3.504,-,4.706,5.226,3.364,-,-,1.178,-,-,9.943,-,-,8.62,-,-,-,7.252,-,6.197,-,-,-,4.624,5.341,-,-,3.721,5.958,3.007,-,8.15,-,-,-,14.718,3.93,-,4.855,4.715,-,100,100,0,100,100,100,0,100,0,100,100,100,0,0,100,100,0,0,0,100,0,100,100,100,0,0,100,0,0,100,20,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/27/2025 15:43,c1m3,900,777.417,30,777.417,46.667,12,10,25,15,32,23.912,49.828,105.117,132.564,151.112,171.869,191.721,210.903,231.76,248.693,269.821,286.287,306.843,333.172,366.638,390.617,409.493,428.936,446.952,463.385,527.152,549.816,599.511,626.786,645.054,679.751,698.061,718.485,755.146,777.416,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,-,-,-,-,0.865,0.91,0.807,1.166,-,1.162,1.206,1.403,1.367,-,-,-,-,1.485,-,1.028,-,-,0.902,1.133,1.331,-,-,-,-,1.06,-,-,-,-,7.133,2.797,1.914,5.74,-,1.425,4.818,4.895,2.546,-,-,-,-,3.244,-,3.85,-,-,1.663,0.714,3.515,-,-,-,-,4.358,4.136,3.649,4.925,2.701,-,-,-,-,3.165,-,-,-,-,5.397,4.426,0.766,1.309,-,2.125,-,8.137,3.608,-,-,-,4.233,3.271,1.858,1.363,-,0,0,0,0,100,100,100,100,0,100,100,100,100,0,0,0,0,100,0,100,0,0,100,100,100,0,0,0,0,100,21,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/28/2025 14:10,c1m3,1620,823.374,30,823.374,53.333,12,15,34,27,38,28.528,44.481,63.953,81.806,106.877,129.306,149.278,165.905,190.875,216.569,241.747,265.523,284.222,315.501,338.78,356.745,379.115,427.987,450.354,470.436,494.062,520.409,546.226,569.709,607.811,625.664,697.48,738.858,783.134,823.373,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0.921,0.945,3.248,0.944,-,1.043,0.874,0.964,-,-,-,2.485,-,-,-,1.007,-,-,1.827,1.107,-,1.407,-,-,0.967,1.31,-,2.024,1.039,-,8.289,2.688,5.293,3.894,-,3.864,1.312,5.564,-,-,-,6.129,-,-,-,2.446,-,-,5.2,3.924,-,12.617,-,-,2.445,4.868,-,4.575,5.286,-,-,-,-,-,6.446,-,-,-,1.274,2.949,8.774,-,3.349,1.044,3.967,-,7.311,31.382,-,-,1.394,-,4.345,4.354,-,-,1.294,-,-,2.632,100,100,100,100,0,100,100,100,0,0,0,100,0,0,0,100,0,0,100,100,0,100,0,0,100,100,0,100,100,0,22,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/29/2025 15:20,c1m3,1620,702.045,30,702.045,53.333,14,17,34,24,49,28.086,48.302,63.559,83.511,105.906,126.15,145.449,158.447,176.426,196.833,215.878,232.115,252.305,267.371,289.031,307.681,328.321,353.016,375.901,396.872,428.748,455.446,493.42,515.762,537.57,569.841,587.411,620.3,645.28,702.031,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.2,1.244,0.945,1.007,-,-,1.426,1.075,0.944,0.844,0.908,1.336,-,1.563,2.031,-,-,1.439,-,-,-,1.173,-,1.607,-,-,1.64,-,-,-,4.559,6.952,3.104,3.89,-,-,3.539,1.625,1.004,1.207,2.601,3.638,-,3.448,4.049,-,-,3.967,-,-,-,2.514,-,3.293,-,-,2.638,-,-,-,-,-,-,-,4.027,4.807,-,-,-,-,-,-,3.205,-,-,1.349,1.278,-,1.059,1.15,0.988,-,10.335,-,2.003,1.195,-,6.088,2.523,1.154,100,100,100,100,0,0,100,100,100,100,100,100,0,100,100,0,0,100,0,0,0,100,0,100,0,0,100,0,0,0,23,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/30/2025 13:57,c1m3,1620,885.806,30,885.806,43.333,7,13,27,26,53,36.326,56.5,69.878,96.15,120.469,168.818,202.99,230.661,256.671,278.553,304.837,327.876,372.878,388.121,403.01,423.225,441.345,474.942,488.589,561.152,585.393,640.674,663.63,681.942,745.572,771.053,799.162,829.765,867.172,885.791,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,11,11,11,11,11,11,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,-,-,0.938,1.216,1.465,-,-,-,-,-,-,-,1.033,1.144,0.825,0.942,0.959,1.081,1.429,0.976,-,1.159,-,-,-,-,-,-,-,1.275,-,-,1.702,3.711,4.983,-,-,-,-,-,-,-,25.082,2.162,1.108,3.664,0.993,1.27,2.168,1.913,-,2.434,-,-,-,-,-,-,-,3.433,10.35,3.382,-,-,-,5.962,9.501,10.396,8.721,6.592,5.624,7.994,-,-,-,-,-,-,-,-,1.131,-,1.158,1.327,1.288,1.156,1.655,8.533,2.327,-,0,0,100,100,100,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,0,100,0,0,0,0,0,0,0,100,24,M,+
