Schedule name,Environment name,Schedule run date,Animal ID,Max_Schedule_Time,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Correct touch latency (1),Correct touch latency (2),Correct touch latency (3),Correct touch latency (4),Correct touch latency (5),Correct touch latency (6),Correct touch latency (7),Correct touch latency (8),Correct touch latency (9),Correct touch latency (10),Correct touch latency (11),Correct touch latency (12),Correct touch latency (13),Correct touch latency (14),Correct touch latency (15),Correct touch latency (16),Correct touch latency (17),Correct touch latency (18),Correct touch latency (19),Correct touch latency (20),Correct touch latency (21),Correct touch latency (22),Correct touch latency (23),Correct touch latency (24),Correct touch latency (25),Correct touch latency (26),Correct touch latency (27),Correct touch latency (28),Correct touch latency (29),Correct touch latency (30),Incorrect Touch Latency (1),Incorrect Touch Latency (2),Incorrect Touch Latency (3),Incorrect Touch Latency (4),Incorrect Touch Latency (5),Incorrect Touch Latency (6),Incorrect Touch Latency (7),Incorrect Touch Latency (8),Incorrect Touch Latency (9),Incorrect Touch Latency (10),Incorrect Touch Latency (11),Incorrect Touch Latency (12),Incorrect Touch Latency (13),Incorrect Touch Latency (14),Incorrect Touch Latency (15),Incorrect Touch Latency (16),Incorrect Touch Latency (17),Incorrect Touch Latency (18),Incorrect Touch Latency (19),Incorrect Touch Latency (20),Incorrect Touch Latency (21),Incorrect Touch Latency (22),Incorrect Touch Latency (23),Incorrect Touch Latency (24),Incorrect Touch Latency (25),Incorrect Touch Latency (26),Incorrect Touch Latency (27),Incorrect Touch Latency (28),Incorrect Touch Latency (29),Incorrect Touch Latency (30),Incorrect Touch Latency (31),Incorrect Touch Latency (32),Incorrect Touch Latency (33),Incorrect Touch Latency (34),Incorrect Touch Latency (35),Incorrect Touch Latency (36),Incorrect Touch Latency (37),Incorrect Touch Latency (38),Incorrect Touch Latency (39),Incorrect Touch Latency (40),Incorrect Touch Latency (41),Incorrect Touch Latency (42),Incorrect Touch Latency (43),Incorrect Touch Latency (44),Incorrect Touch Latency (45),Incorrect Touch Latency (46),Incorrect Touch Latency (47),Incorrect Touch Latency (48),Incorrect Touch Latency (49),Incorrect Touch Latency (50),Incorrect Touch Latency (51),Incorrect Touch Latency (52),Incorrect Touch Latency (53),Correct Left touch latency (1),Correct Left touch latency (2),Correct Left touch latency (3),Correct Left touch latency (4),Correct Left touch latency (5),Correct Left touch latency (6),Correct Left touch latency (7),Correct Left touch latency (8),Correct Left touch latency (9),Correct Left touch latency (10),Correct Left touch latency (11),Correct Left touch latency (12),Correct Left touch latency (13),Correct Left touch latency (14),Correct Left touch latency (15),Correct Right touch latency (1),Correct Right touch latency (2),Correct Right touch latency (3),Correct Right touch latency (4),Correct Right touch latency (5),Correct Right touch latency (6),Correct Right touch latency (7),Correct Right touch latency (8),Correct Right touch latency (9),Correct Right touch latency (10),Correct Right touch latency (11),Correct Right touch latency (12),Correct Right touch latency (13),Correct Right touch latency (14),Correct Right touch latency (15),Correct Reward Collection (1),Correct Reward Collection (2),Correct Reward Collection (3),Correct Reward Collection (4),Correct Reward Collection (5),Correct Reward Collection (6),Correct Reward Collection (7),Correct Reward Collection (8),Correct Reward Collection (9),Correct Reward Collection (10),Correct Reward Collection (11),Correct Reward Collection (12),Correct Reward Collection (13),Correct Reward Collection (14),Correct Reward Collection (15),Correct Reward Collection (16),Correct Reward Collection (17),Correct Reward Collection (18),Correct Reward Collection (19),Correct Reward Collection (20),Correct Reward Collection (21),Correct Reward Collection (22),Correct Reward Collection (23),Correct Reward Collection (24),Correct Reward Collection (25),Correct Reward Collection (26),Correct Reward Collection (27),Correct Reward Collection (28),Correct Reward Collection (29),Correct Reward Collection (30),1 Trial analysis - Condition (1),1 Trial analysis - Condition (2),1 Trial analysis - Condition (3),1 Trial analysis - Condition (4),1 Trial analysis - Condition (5),1 Trial analysis - Condition (6),1 Trial analysis - Condition (7),1 Trial analysis - Condition (8),1 Trial analysis - Condition (9),1 Trial analysis - Condition (10),1 Trial analysis - Condition (11),1 Trial analysis - Condition (12),1 Trial analysis - Condition (13),1 Trial analysis - Condition (14),1 Trial analysis - Condition (15),1 Trial analysis - Condition (16),1 Trial analysis - Condition (17),1 Trial analysis - Condition (18),1 Trial analysis - Condition (19),1 Trial analysis - Condition (20),1 Trial analysis - Condition (21),1 Trial analysis - Condition (22),1 Trial analysis - Condition (23),1 Trial analysis - Condition (24),1 Trial analysis - Condition (25),1 Trial analysis - Condition (26),1 Trial analysis - Condition (27),1 Trial analysis - Condition (28),1 Trial analysis - Condition (29),1 Trial analysis - Condition (30),1 Trial analysis - No. Correct (1),1 Trial analysis - No. Correct (2),1 Trial analysis - No. Correct (3),1 Trial analysis - No. Correct (4),1 Trial analysis - No. Correct (5),1 Trial analysis - No. Correct (6),1 Trial analysis - No. Correct (7),1 Trial analysis - No. Correct (8),1 Trial analysis - No. Correct (9),1 Trial analysis - No. Correct (10),1 Trial analysis - No. Correct (11),1 Trial analysis - No. Correct (12),1 Trial analysis - No. Correct (13),1 Trial analysis - No. Correct (14),1 Trial analysis - No. Correct (15),1 Trial analysis - No. Correct (16),1 Trial analysis - No. Correct (17),1 Trial analysis - No. Correct (18),1 Trial analysis - No. Correct (19),1 Trial analysis - No. Correct (20),1 Trial analysis - No. Correct (21),1 Trial analysis - No. Correct (22),1 Trial analysis - No. Correct (23),1 Trial analysis - No. Correct (24),1 Trial analysis - No. Correct (25),1 Trial analysis - No. Correct (26),1 Trial analysis - No. Correct (27),1 Trial analysis - No. Correct (28),1 Trial analysis - No. Correct (29),1 Trial analysis - No. Correct (30),1 Trial analysis - Percentage Correct (1),1 Trial analysis - Percentage Correct (2),1 Trial analysis - Percentage Correct (3),1 Trial analysis - Percentage Correct (4),1 Trial analysis - Percentage Correct (5),1 Trial analysis - Percentage Correct (6),1 Trial analysis - Percentage Correct (7),1 Trial analysis - Percentage Correct (8),1 Trial analysis - Percentage Correct (9),1 Trial analysis - Percentage Correct (10),1 Trial analysis - Percentage Correct (11),1 Trial analysis - Percentage Correct (12),1 Trial analysis - Percentage Correct (13),1 Trial analysis - Percentage Correct (14),1 Trial analysis - Percentage Correct (15),1 Trial analysis - Percentage Correct (16),1 Trial analysis - Percentage Correct (17),1 Trial analysis - Percentage Correct (18),1 Trial analysis - Percentage Correct (19),1 Trial analysis - Percentage Correct (20),1 Trial analysis - Percentage Correct (21),1 Trial analysis - Percentage Correct (22),1 Trial analysis - Percentage Correct (23),1 Trial analysis - Percentage Correct (24),1 Trial analysis - Percentage Correct (25),1 Trial analysis - Percentage Correct (26),1 Trial analysis - Percentage Correct (27),1 Trial analysis - Percentage Correct (28),1 Trial analysis - Percentage Correct (29),1 Trial analysis - Percentage Correct (30),Correct touch latency mean,Incorrect Touch Latency mean,Correct Left touch latency mean,Correct Right touch latency mean,Correct Reward Collection mean,Sex,Day,Genotype
A_Mouse Pairwise Discrimination v3,Chamber 6 [Env. 22],6/11/2025 13:54,c3m2,1620,1242.358,30,3,93.333,59,72,1.179,1.268,1.917,1.159,2.579,1.03,1.116,3.121,1.472,25.875,3.324,1.436,2.678,1.741,1.274,2.036,1.625,1.242,1.06,3.769,1.841,1.358,3.937,1.56,2.263,2.609,2.134,3.135,2.367,2.713,7.433,7.999,2.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.179,1.268,2.579,1.03,1.116,3.324,2.678,1.274,1.242,1.06,1.358,1.56,2.263,2.367,2.713,1.917,1.159,3.121,1.472,25.875,1.436,1.741,2.036,1.625,3.769,1.841,3.937,2.609,2.134,3.135,1.002,1.026,1.078,1.106,1.606,1.396,1.174,2.399,1.118,2.427,1.548,1.28,1.176,1.235,1.556,2.408,1.441,1.47,39.768,1.832,1.711,1.213,1.423,1.204,1.21,0.939,1.091,1.092,1.418,1.308,22.357,51.034,75.494,98.353,125.573,182.153,204.958,232.765,255.73,319.507,370.876,489.809,526.558,590.879,652.627,677.152,733.087,766.634,830.314,858.714,882.754,912.964,938.363,989.088,1050.514,1080.068,1145.285,1173.486,1215.211,1242.357,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,2.827,5.892,1.801,3.854,2.689,M,5,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/12/2025 15:21,c3m2,1620,1620,4,36,25,88,48,6.914,3.179,7.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.363,1.283,3.188,2.961,5.361,2.824,2.395,1.734,11.478,3.492,1.943,1.722,2.564,8.034,6.694,3.046,1.309,2.315,2.508,1.988,2.053,4.476,5.126,10.821,2.227,3.235,3.652,4.864,1.967,3.173,2.627,4.264,2.054,12.137,87.8,6.016,8.027,,,,,,,,,,,,,,,,,6.914,,,,,,,,,,,,,,,3.179,7.381,,,,,,,,,,,,,,1.567,0.927,1.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.289,575.458,826.924,855.019,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.825,6.29,6.914,5.28,1.274,M,6,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/13/2025 13:18,c3m2,1620,1620,9,30,0,166,57,9.252,6.91,9.007,5.164,5.916,10.549,3.305,10.072,,,,,,,,,,,,,,,,,,,,,,,2.237,3.942,8.07,3.05,3.24,8.598,4.122,2.085,1.946,2.313,3.88,2.824,4.747,3.266,12.224,7.311,6.537,4.188,7.937,6.869,14.494,4.469,2.898,3.816,3.638,4.454,10.704,51.966,52.565,16.52,6.26,,,,,,,,,,,,,,,,,,,,,,,9.252,9.007,3.305,,,,,,,,,,,,,6.91,5.164,5.916,10.549,10.072,,,,,,,,,,,1.595,1.477,1.365,1.374,1.164,1.113,1.358,1.291,,,,,,,,,,,,,,,,,,,,,,,41.074,305.935,377.259,519.119,624.633,819.22,882.803,1058.355,1193.526,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,7.522,8.747,7.188,7.722,1.342,M,7,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/16/2025 15:21,c3m2,1620,1620,6,33,16.667,94,60,12.568,8.87,11.789,2.73,11.244,,,,,,,,,,,,,,,,,,,,,,,,,,4.401,2.443,8.449,4.619,1.421,4.547,3.709,37.095,6.459,1.913,10.375,5.824,2.554,10.38,5.115,2.369,7.126,12.751,8.75,7.107,6.848,5.415,3.173,6.056,2.193,4.594,4.924,4.386,10.287,2.471,12.643,5.857,2.837,2.923,,,,,,,,,,,,,,,,,,,,11.789,2.73,,,,,,,,,,,,,,12.568,8.87,11.244,,,,,,,,,,,,,1.084,1.21,1.481,1.313,1.189,,,,,,,,,,,,,,,,,,,,,,,,,,40.553,198.812,235.415,758.289,1051.265,1307.731,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,9.44,6.53,7.26,10.894,1.255,M,8,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/17/2025 14:35,c3m2,1620,1620,21,12,57.143,29,35,1.629,8.016,5.985,5.536,8.737,3.515,7.956,16.266,8.48,26.983,13.312,3.172,3.547,2.745,4.796,2.888,8.462,7.268,2.376,26.536,,,,,,,,,,,2.353,22.806,15.037,2.038,5.241,16.998,17.817,2.291,5.59,6.875,15.644,16.375,11.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.629,5.536,8.737,3.515,8.48,3.172,3.547,2.745,2.888,26.536,,,,,,8.016,5.985,7.956,16.266,26.983,13.312,4.796,8.462,7.268,2.376,,,,,,3.251,2.603,1.221,2.455,1.831,1.345,1.342,2.367,2.023,1.408,3.656,1.455,2.242,1.509,1.692,1.645,1.374,1.346,1.686,3.576,,,,,,,,,,,40.443,87.734,202.633,324.23,360.328,386.202,421.438,621.926,657.816,709.066,763.608,807.35,864.293,918.937,977.054,1072.304,1102.935,1221.437,1470.374,1534.796,1591.151,,,,,,,,,,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,,,,,,,,,,100,0,0,100,100,100,0,100,100,100,100,0,100,0,0,100,0,0,100,100,0,,,,,,,,,,8.41,10.822,6.679,10.142,2.001,M,9,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/18/2025 14:56,c3m2,1620,1620,25,15,72,47,39,1.491,3.462,1.194,15.041,2.364,1.967,1.504,11.806,3.737,3.536,1.114,2.761,2.502,2.373,2.448,2.752,3.031,3.218,2.384,1.751,1.631,1.954,2.354,2.718,1.458,,,,,,2.714,1.839,1.642,6.076,2.159,2.202,1.821,3.766,4.707,5.151,2.423,9.805,2.662,4.069,5.094,2.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.491,1.194,15.041,1.504,3.536,1.114,2.502,2.373,3.031,2.384,1.631,2.718,1.458,,,3.462,2.364,1.967,11.806,3.737,2.761,2.448,2.752,3.218,1.751,1.954,2.354,,,,1.285,1.389,1.491,2.104,1.275,1.241,1.776,1.635,1.31,1.406,2.209,1.195,1.774,1.268,1.44,1.292,1.854,1.311,1.199,1.299,2.19,1.141,1.448,2.357,2.522,,,,,,28.413,56.61,135.846,176.196,210.37,240.07,350.613,426.289,535.921,591.108,653.353,677.97,707.781,738.101,765.286,851.202,876.682,901.247,931.181,1015.513,1046.205,1207.061,1236.054,1273.308,1585.531,,,,,,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,100,0,100,100,100,0,100,0,0,100,100,100,100,100,100,100,100,100,0,100,0,100,100,0,100,,,,,,3.222,3.646,3.075,3.381,1.576,M,10,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/19/2025 15:29,c3m2,1620,1499.291,30,6,80,42,57,1.793,1.756,1.284,12.411,6.658,1.587,3.727,4.647,1.957,2.378,2.048,9.273,1.975,1.337,3.259,1.503,15.458,3.374,2.381,2.639,3.536,4.211,2.441,1.714,2.45,2.091,1.488,3.291,2.083,4.711,3.11,1.746,2.697,11.457,2.227,93.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.793,1.284,1.587,3.727,2.378,9.273,1.975,1.337,1.503,3.374,4.211,2.441,1.714,2.091,1.488,1.756,12.411,6.658,4.647,1.957,2.048,3.259,15.458,2.381,2.639,3.536,2.45,3.291,2.083,4.711,1.85,1.533,1.464,3.164,2.113,1.81,1.299,1.441,1.205,1.323,1.254,2.356,1.454,1.299,0.963,1.556,1.356,1.334,1.333,1.389,1.225,1.354,1.701,1.784,1.111,1.646,1.77,1.43,1.141,1.423,41.306,73.134,122.625,178.633,211.532,242.383,270.977,383.472,430.405,478.408,533.389,570.27,634.157,661.031,698.56,804.89,864.404,922.325,968.996,1018.843,1052.97,1081.09,1105.613,1259.961,1319.384,1380.239,1411.532,1441.722,1470.419,1499.29,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,100,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,3.649,19.102,2.678,4.619,1.536,M,11,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/20/2025 15:16,c3m2,1620,1070.875,30,1,96.667,56,65,1.922,1.007,1.639,6.216,4.427,1.663,1.259,0.994,1.357,3.147,1.167,1.418,8.503,7.697,1.276,1.354,1.145,2.691,1.783,2.912,1.543,3.576,6.895,6.647,6.347,1.15,2.452,2.573,2.747,1.855,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007,1.663,1.259,0.994,1.357,1.167,1.418,1.276,1.354,1.145,1.543,6.895,6.347,1.15,2.452,1.922,1.639,6.216,4.427,3.147,8.503,7.697,2.691,1.783,2.912,3.576,6.647,2.573,2.747,1.855,0.911,1.156,0.949,1.306,1.271,1.334,1.265,1.254,1.386,1.16,1.395,1.563,1.713,1.771,2.385,1.47,1.416,1.132,1.159,1.226,1.482,1.327,1.956,1.273,1.43,1.541,1.254,1.272,1.359,1.142,34.006,134.013,156.718,184.691,212.612,236.949,290.709,343.2,371.898,404.921,436.796,469.898,516.382,568.34,602.319,626.151,653.743,679.31,705.003,746.434,776.986,822.296,851.448,881.593,923.93,951.675,984.734,1011.501,1046.555,1070.863,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.979,1.454,2.068,3.889,1.375,M,12,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/23/2025 16:10,c3m2,600,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,M,13,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/23/2025 16:10,c3m2,1620,1435.225,30,3,90,66,59,2.413,1.329,1.817,3.144,2.005,1.528,2.632,56.197,6.889,1.504,4.705,1.553,2.308,1.291,2.563,2.177,2.46,4.028,3.108,3.111,2.642,2.541,1.369,1.321,1.727,2.053,1.15,2.776,1.026,3.342,0.815,2.137,4.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.413,1.329,1.528,2.632,1.504,4.705,1.553,1.291,3.108,3.111,1.321,1.727,1.15,1.026,3.342,1.817,3.144,2.005,56.197,6.889,2.308,2.563,2.177,2.46,4.028,2.642,2.541,1.369,2.053,2.776,0.829,0.778,0.729,0.867,0.906,1.194,2.034,1.525,1.272,1.334,1.168,1.069,0.897,1.633,1.691,0.864,1.243,1.112,1.527,1.849,1.3,1.155,1.279,2.809,1.567,1.533,2.096,1.273,1.951,1.813,28.405,65.383,93.41,163.799,240.355,263.197,324.662,415.158,462.295,487.77,524.101,555.248,621.542,652.63,707.581,756.23,793.797,836.294,915.453,969.814,1016.53,1050.167,1117.593,1150.26,1186.722,1267.988,1310.392,1376.93,1404.311,1435.224,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,100,100,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,4.224,2.561,2.116,6.331,1.377,M,14,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/24/2025 15:05,c3m2,1620,1620,27,8,70.37,87,64,1.954,2.711,6.166,3.815,6.675,2.934,2.771,4.5,5.388,19.201,2.564,6.52,4.321,20.205,15.017,2.9,28.183,3.705,3.374,3.555,5.9,5.433,2.019,29.327,3.467,2.856,2.237,3.765,,,2.747,2.832,4.518,5.291,39.044,9.34,3.1,3.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.166,2.934,2.771,5.388,19.201,2.564,6.52,2.9,3.705,3.374,2.019,2.856,2.237,3.765,,1.954,2.711,3.815,6.675,4.5,4.321,20.205,15.017,28.183,3.555,5.9,5.433,29.327,3.467,,1.127,1.784,1.539,1.195,1.09,2.285,1.098,1,1.682,1.674,1.152,2.263,1.298,1.589,2.168,2.203,1.593,1.505,2.038,1.197,1.1,1.324,2.313,1.846,1.535,5.967,1.682,2.072,,,36.92,64.931,136.897,213.633,292.354,324.491,367.348,398.821,500.734,582.941,630.713,667.035,735.419,777.298,821.643,937.255,1035.776,1067.191,1096.396,1165.506,1268.973,1301.925,1328.175,1391.712,1420.632,1452.901,1521.143,,,,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,,,,100,0,0,0,100,100,100,0,0,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,,,,7.195,8.849,4.743,9.647,1.761,M,15,-
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 6 [Env. 22],6/25/2025 13:36,c3m2,1620,1620,25,1,96,35,52,6.508,2.974,10.621,6.892,1.733,3.46,1.707,1.66,1.519,2.562,1.568,2.788,1.844,2.52,5.64,3.428,5.412,1.727,7.155,2.908,20.882,2.25,4.094,4.994,3.338,2.291,,,,,18.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.621,1.733,3.46,1.66,1.519,1.568,3.428,1.727,7.155,2.908,2.25,4.994,3.338,,,6.508,2.974,6.892,1.707,2.562,2.788,1.844,2.52,5.64,5.412,20.882,4.094,2.291,,,0.924,0.964,1.236,1.078,1.492,1.574,1.025,1.002,1.21,1.124,1.349,0.954,1.183,1.307,1.724,1.629,1.149,1.308,1.324,1.361,1.795,1.496,1.308,2.8,2.03,1.481,,,,,46.083,95.933,157.153,186.337,215.7,248.401,277.931,323.77,355.954,483.603,510.228,539.058,576.55,623.333,701.246,747.534,777.648,827.67,874.078,900.334,947.986,992.678,1187.489,1378.216,1449.827,,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,4.326,18.414,3.566,5.086,1.378,M,16,-
A_Mouse Pairwise Must Touch Training v3,Chamber 7 [Env. 23],6/5/2025 15:29,c3m3,1620,927.167,30,0,0,151,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.597,86.305,127.038,150.363,173.086,202.548,229.196,251.647,274.088,298.885,323.367,351.661,376.783,411.605,436.205,464.048,486.782,510.509,534.094,556.044,580.352,618.838,641.556,676.497,702.756,725.905,829.682,882.56,905.077,927.166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,M,1,-
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 7 [Env. 23],6/6/2025 15:05,c3m3,1620,1487.402,30,0,96.667,72,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.297,89.257,118.415,178.811,222.423,266.365,296.986,346.926,390.231,415.528,520.776,572.609,601.205,644.001,689.896,743.293,819.277,851.573,924.034,957.479,997.48,1102.069,1157.063,1191.578,1222.89,1256.499,1288.146,1324.692,1359.032,1487.401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,M,2,-
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/9/2025 15:50,c3m3,1620,1620.006,25,18,64,97,155,6.73,1.406,2.253,3.135,4.223,4.239,1.627,2.119,8.694,1.629,3.981,2.965,1.648,6.684,5.525,2.424,2.214,1.755,1.571,8.071,2.176,7.847,1,2.977,3.711,4.454,,,,,2.009,4.062,1.542,2.267,1.482,1.882,3.44,2.564,5.571,3.441,18.61,2.855,2.778,3.798,1.826,3.007,2.087,3.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.135,4.223,4.239,8.694,1.629,3.981,1.648,6.684,5.525,2.424,2.176,7.847,1,2.977,,6.73,1.406,2.253,1.627,2.119,2.965,2.214,1.755,1.571,8.071,3.711,4.454,,,,1.545,1.377,1.688,1.143,1.191,1.295,1.219,2.449,1.638,1.48,1.648,1.32,1.458,1.493,1.431,1.365,1.332,1.608,1.596,1.142,1.52,1.498,1.131,1.077,1.464,1.337,,,,,37.611,94.377,124.735,215.641,245.327,313.298,349.691,444.527,662.314,693.948,726.828,782.14,933.294,961.485,1002.941,1035.87,1076.319,1111.356,1238.862,1390.298,1450.681,1485.478,1512.042,1541.404,1603.638,,,,,,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,,,,,,0,100,0,100,100,100,0,0,100,100,100,0,100,100,100,100,100,0,0,0,100,100,100,0,100,,,,,,3.656,3.697,4.013,3.24,1.44,M,3,-
A_Mouse Pairwise Discrimination v3,Chamber 7 [Env. 23],6/10/2025 13:27,c3m3,1620,1588.604,30,8,80,65,97,2.388,1.346,1.419,1.793,3.218,1.626,1.381,1.904,1.492,1.853,2.001,1.125,1.296,1.839,2.145,2.84,0.828,4.046,2.678,8.365,4.914,1.107,1.929,4.93,1.801,1.186,3.451,2.428,2.317,,1.887,1.473,4.066,1.778,1.996,2.63,2.314,4.002,4.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.388,3.218,1.626,1.904,1.853,1.125,1.839,2.84,0.828,2.678,1.107,1.801,1.186,3.451,2.317,1.346,1.419,1.793,1.381,1.492,2.001,1.296,2.145,4.046,8.365,4.914,1.929,4.93,2.428,,1.292,1.986,1.362,1.304,1.414,1.34,1.341,1.303,1.132,1.376,1.079,1.258,1.396,1.286,1.556,1.506,1.344,1.239,3.364,6.435,1.628,1.429,1.491,1.426,2.66,1.342,1.347,3.943,1.589,,31.484,90.549,120.096,148.306,196.37,224.143,248.273,275.9,307.788,367.364,432.826,515.95,603.205,632.576,697.74,735.379,889.204,928.628,956.176,1014.697,1048.125,1077.683,1107.332,1138.678,1169.71,1295.633,1326.916,1486.842,1522.01,1588.603,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,0,100,100,0,2.402,2.726,2.011,2.82,1.764,M,4,-
