Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Trials Completed (1),Correct touch latency mean,End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),trial_percent_correct,trial,correct_touch_latency,session_index,task,correct,x_stim,y,session_key,y_prev,correct_prev,r_prev,bias,prev_choice,wsls,correct_touch_latency_z
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,1,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,,,,1.0,0.0,0.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,2,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,3,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,4,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,5,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,6,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,7,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,8,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,9,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,10,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,11,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,12,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,13,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,14,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,15,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,16,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,17,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,18,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,19,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,20,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,21,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,22,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,0.0,23,,1,LD,0,-1,1,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,24,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,25,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,26,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,27,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,28,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,29,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Initial Touch Training v2,Chamber 1 [Env. 17],2025-09-25 16:12:00,11,30,0.0,0.0,0,1,100.0,30,,1,LD,1,-1,0,11|2025-09-25 16:12:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,1,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,,,,1.0,0.0,0.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,2,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,3,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,4,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,5,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,6,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,7,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,8,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,9,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,10,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,11,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,12,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,13,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,14,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,15,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,16,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,17,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,18,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,19,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,20,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,21,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,22,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,23,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,24,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,25,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,26,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,27,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,28,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,29,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Must Touch Training v2,Chamber 1 [Env. 17],2025-09-26 14:39:00,11,30,0.0,0.0,2,11,100.0,30,,2,LD,1,-1,0,11|2025-09-26 14:39:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,1,15.421,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,,,,1.0,0.0,0.0,0.6767524428830572
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,2,4.089,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.2628307229512684
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,3,2.852,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.36539552846989365
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,4,13.102,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.4844745253424818
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,5,1.529,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.47509095102538373
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,6,2.223,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.41754852982091656
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,7,15.465,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.6804006655530811
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,8,93.122,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,7.1192649356904125
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,9,10.468,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.26607865005059916
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,10,14.951,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.6377827916350752
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,11,29.482,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,1.8426083284104537
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,12,4.533,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.22601683964466407
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,13,3.281,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.32982535743716107
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,14,3.179,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.3382826008994891
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,15,4.591,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.2212078188523599
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,16,45.967,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,3.2094481173955276
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,17,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,18,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,19,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,20,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,21,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,22,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,23,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,24,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,25,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,26,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,27,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,100.0,28,,3,LD,1,-1,0,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,29,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-27 16:35:00,11,30,16.516,53.333,11,10,0.0,30,,3,LD,0,-1,1,11|2025-09-27 16:35:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,1,9.694,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,,,,1.0,0.0,0.0,0.20190309671881596
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,2,3.959,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.2736095626581571
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,3,6.357,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.07478142714185698
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,4,2.924,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.3594257095553092
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,5,2.46,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.3978978758937426
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,6,7.705,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.03698684920341932
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,7,4.796,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.2042104177761124
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,8,7.595,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,0.027866292528359652
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,9,10.734,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,0.2881338143739252
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,10,49.932,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,3.5382027284556323
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,11,4.097,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.2621674097385368
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,12,5.89,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,-0.11350233593506477
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,13,2.153,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,-0.4233525204323181
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,14,15.769,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,0.7056065676368823
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,100.0,15,23.522,4,LD,1,-1,0,11|2025-09-29 15:53:00|LD,1.0,0.0,-1.0,1.0,1.0,-1.0,1.348439984925404
A_Mouse LD Punish Incorrect Training v2,Chamber 1 [Env. 17],2025-09-29 15:53:00,11,30,10.506,50.0,9,12,0.0,16,,4,LD,0,-1,1,11|2025-09-29 15:53:00|LD,0.0,1.0,1.0,1.0,-1.0,-1.0,
