Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Trials Completed (1),Correct touch latency mean,End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),trial_percent_correct,trial,correct_touch_latency,session_index,task,correct,x_stim,y,session_key,y_prev,correct_prev,r_prev,bias,prev_choice,wsls,correct_touch_latency_z
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,100.0,23,,12,LD-reversal,1,1,1,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,24,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,25,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,26,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,100.0,27,,12,LD-reversal,1,1,1,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,28,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,29,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-10 16:10:00,23,30,0.0,13.333,3,4,0.0,30,,12,LD-reversal,0,1,0,23|2025-10-10 16:10:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,1,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,,,,1.0,0.0,0.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,2,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,3,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,4,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,5,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,6,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,7,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,8,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,9,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,10,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,11,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,12,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,13,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,14,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,15,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,16,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,17,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,18,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,19,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,20,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,21,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,22,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,23,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,24,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,25,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,26,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,100.0,27,,13,LD-reversal,1,1,1,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,28,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,29,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-11 16:23:00,23,30,0.0,23.333,3,9,0.0,30,,13,LD-reversal,0,1,0,23|2025-10-11 16:23:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,1,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,,,,1.0,0.0,0.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,2,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,3,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,4,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,5,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,6,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,7,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,8,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,9,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,10,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,11,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,12,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,13,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,14,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,15,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,16,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,17,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,18,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,19,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,20,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,21,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,22,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,23,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,24,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,25,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,26,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,100.0,27,,14,LD-reversal,1,1,1,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,28,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,29,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-12 16:05:00,23,30,0.0,30.0,2,6,0.0,30,,14,LD-reversal,0,1,0,23|2025-10-12 16:05:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,1,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,,,,1.0,0.0,0.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,2,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,3,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,4,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,5,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,6,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,7,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,8,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,9,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,10,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,11,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,12,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,13,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,14,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,15,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,16,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,17,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,18,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,19,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,20,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,21,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,22,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,23,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,24,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,25,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,0.0,26,,15,LD-reversal,0,1,0,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,27,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,0.0,0.0,-1.0,1.0,-1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,28,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,29,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-14 14:53:00,23,30,0.0,66.667,1,7,100.0,30,,15,LD-reversal,1,1,1,23|2025-10-14 14:53:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,1,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,,,,1.0,0.0,0.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,2,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,3,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,4,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,5,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,100.0,6,,16,LD-reversal,1,1,1,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
A_Mouse LD 1 Reversal 9,Chamber 5 [Env. 21],2025-10-15 14:38:00,23,30,0.0,83.333,0,19,0.0,7,,16,LD-reversal,0,1,0,23|2025-10-15 14:38:00|LD-reversal,1.0,1.0,1.0,1.0,1.0,1.0,
